CustomerID,Age,HomeOwner,ResidenceLength,DwellingType,Gender,Marital,HouseholdSize,ChildPresent,Child0-5,Child6-12,Child13-18,Income,Occupation,HomeValue,MagazineStatus,PaidDirectMailOrders,YearsSinceLastOrder,TotalAmountPaid,DollarsPerIssue,TotalPaidOrders,MonthsSinceLastPayment,LastPaymentType,UnpaidMagazines,PaidCashMagazines,PaidReinstateMagazines,PaidCreditMagazines,ActiveSubscriptions,ExpiredSubscriptions,RequestedCancellations,NoPayCancellations,PaidComplaints,GiftDonor,NumberGiftDonations,MonthsSince1stOrder,MonthsSinceLastOrder,MonthsSinceExpire,Renewal
16987,74,100,7,S,F,S,2,N,0,0,35,9000,R,2,O,0,13,51.97,NA,2,144,A,0,2,0,0,0,2,0,0,0,N,0,144,144,93,0
16988,65,100,1,S,F,M,2,Y,45,45,100,80000,U,3,O,0,8,120.99,1.66,6,117,A,0,3,0,0,0,3,0,0,0,N,0,217,186,95,0
16989,61,100,12,S,F,M,3,Y,100,0,35,89000,W,3,E,0,2,39.97,0.79,4,10,A,0,4,0,0,0,4,0,0,0,N,0,203,120,102,0
16992,42,100,14,S,F,M,6,Y,100,100,100,133000,W,3,O,0,4,0,0.92,0,51,A,0,1,0,0,0,2,0,0,0,N,0,51,51,39,0
16993,50,100,14,S,F,M,5,U,0,45,45,72000,M,4,E,0,4,137.82,0.73,6,26,A,0,3,0,0,0,3,0,0,0,N,0,190,62,38,0
16994,62,100,12,S,M,M,3,N,45,0,35,143000,W,5,O,0,9,76,0.92,5,102,A,0,0,0,1,0,1,0,0,0,Y,3,214,102,97,0
16996,44,100,8,S,F,M,3,Y,0,75,100,113000,W,3,O,0,6,31,0.67,3,65,A,0,1,0,0,0,1,0,0,0,N,0,214,65,53,0
16998,60,100,14,S,F,M,4,N,45,45,35,70000,W,7,O,0,14,19,1.58,1,127,A,0,1,0,0,0,1,0,0,0,N,0,215,127,114,0
16999,42,100,8,S,F,S,4,Y,100,25,45,116000,W,6,E,0,2,323.94,1.3,6,17,A,0,3,0,0,0,3,0,0,0,N,0,183,20,7,0
17000,41,100,10,S,F,M,2,Y,100,100,0,62500,W,6,O,0,7,56,0.92,3,99,1,0,0,0,1,0,1,0,0,0,N,0,214,101,76,0
17001,71,100,14,S,F,M,4,Y,0,0,25,43000,R,4,B,0,9,53.94,0.92,3,61,A,1,2,0,0,0,2,0,1,0,N,0,204,61,37,0
17002,50,100,14,S,F,M,2,U,45,65,45,207000,W,6,O,0,6,52.46,0.42,3,86,A,0,1,0,0,0,1,0,0,0,Y,2,212,86,73,0
17003,46,100,9,S,F,M,4,Y,100,65,100,90000,W,4,E,0,1,0,0,1,24,A,1,1,0,0,0,1,1,0,0,N,0,24,24,11,0
17004,49,100,12,S,F,M,3,Y,0,65,100,79000,W,3,E,0,2,19.97,0.56,1,21,A,0,2,0,0,0,2,0,0,0,N,0,21,21,8,0
17006,46,100,5,S,F,M,5,Y,45,15,100,70000,M,2,E,0,0,5,0.41,1,18,A,0,1,0,0,0,1,0,0,0,N,0,211,18,4,0
17007,54,100,13,S,F,S,1,N,15,25,15,5000,U,9,E,0,4,142,1.31,13,30,A,0,2,0,0,0,2,0,0,0,N,0,211,30,15,0
17009,44,100,1,S,F,M,2,Y,100,65,65,50000,M,2,O,0,9,42.19,0.92,4,102,1,0,2,0,1,0,3,0,0,0,N,0,210,103,78,0
17010,52,100,14,S,F,M,4,Y,65,0,100,97000,U,9,A,0,1,0,0.65,0,14,A,0,2,0,0,1,1,0,0,0,N,0,210,111,97,0
17011,50,100,14,S,F,M,4,Y,0,100,45,113000,H,2,B,0,7,124.95,0.77,5,87,A,2,5,0,0,0,5,1,1,0,N,0,89,89,61,0
17012,48,100,6,S,F,M,5,Y,45,55,45,78000,M,5,O,0,7,41.97,1.29,2,110,A,0,3,0,0,0,3,0,0,0,N,0,111,111,97,0
17013,51,100,14,S,F,M,5,Y,100,25,100,119000,M,4,O,0,9,117.95,1.25,7,99,A,0,3,0,0,0,3,0,0,0,N,0,213,134,90,0
17015,64,100,1,S,M,M,4,Y,45,45,35,222000,W,9,E,0,2,38.94,0.06,3,16,A,2,2,1,0,0,4,0,1,0,N,0,16,16,3,0
17016,75,100,9,S,F,S,1,N,0,0,0,35000,W,1,A,0,2,232.85,0.69,2,0,A,0,2,0,0,1,0,1,0,0,N,0,146,0,NA,0
17018,64,100,12,S,F,M,5,Y,45,55,35,17000,M,4,C,0,4,99.75,0.56,1,53,A,0,2,0,0,0,1,0,0,1,N,0,53,53,37,0
17019,59,100,14,S,F,M,2,N,25,0,35,59000,B,3,O,0,14,57.97,0.79,5,127,A,0,2,0,0,0,2,0,0,0,N,0,210,127,75,0
17020,47,100,14,S,F,M,5,Y,65,100,100,55000,W,3,E,0,5,31.95,0.58,2,29,A,0,2,0,0,0,3,0,0,0,N,0,41,29,13,0
17021,72,100,1,S,F,M,2,Y,65,45,100,11000,R,2,E,0,3,17,0.24,2,27,A,1,2,0,0,0,2,1,0,0,N,0,27,27,14,0
17022,46,100,14,S,F,M,5,Y,100,65,65,113000,H,6,C,0,7,97.95,0.86,3,97,A,0,3,0,0,0,2,1,0,0,N,0,119,119,92,0
17024,46,100,13,S,F,S,1,U,35,25,35,56000,W,6,O,0,12,17,NA,1,137,A,0,1,0,0,0,1,0,0,0,N,0,209,137,101,0
17026,66,100,14,S,M,M,2,N,45,0,35,95000,B,6,B,0,8,56.47,1.58,3,119,A,3,1,0,0,0,1,2,1,0,N,0,208,119,106,0
17027,77,100,14,S,F,S,3,N,45,45,45,44000,R,3,E,0,3,125.12,0.62,12,37,A,0,3,0,0,0,3,0,0,0,N,0,134,83,70,0
17028,64,100,14,S,F,S,3,N,45,25,45,61000,B,2,O,0,12,31,0.79,2,127,2,0,1,0,1,0,2,0,0,0,N,0,130,130,104,0
17029,50,100,14,S,F,M,4,U,35,0,45,120000,B,4,E,0,3,12,0.56,1,40,A,0,2,0,0,0,2,0,0,0,N,0,40,40,25,0
17030,77,100,10,S,F,S,1,N,15,0,45,21000,W,4,O,0,7,22,1.47,1,67,A,0,1,0,0,0,1,0,0,0,N,0,207,67,52,0
17032,62,100,14,S,F,M,3,N,25,15,35,109000,W,1,O,0,9,34.97,0.92,2,111,A,0,1,0,0,0,1,0,0,0,N,0,207,111,88,0
17033,59,100,14,S,M,M,6,Y,0,0,85,201000,W,6,O,0,12,106.92,NA,3,133,A,0,3,0,0,0,3,0,0,0,N,0,133,133,70,0
17037,50,100,14,S,F,M,3,Y,55,25,100,33000,W,5,A,0,1,61,0.8,3,31,G,0,5,0,0,1,5,0,0,0,Y,1,206,55,33,0
17038,43,100,14,S,F,M,4,Y,65,65,100,90000,W,5,O,0,9,34.97,0.92,2,86,A,0,1,0,0,0,1,0,0,0,N,0,206,86,61,0
17039,47,100,14,S,F,M,3,Y,0,0,0,62500,W,2,O,0,8,49.97,0.88,4,97,A,0,2,0,0,0,2,0,0,0,N,0,206,122,98,0
17040,54,100,1,S,F,M,6,Y,0,0,0,89000,B,3,O,0,15,0,0.79,0,123,A,0,1,0,0,0,1,0,0,0,N,0,206,123,108,0
17042,54,100,14,S,F,S,1,U,35,0,35,55000,B,8,E,0,3,0,0.75,0,28,A,1,1,0,0,0,1,0,1,0,N,0,90,28,13,0
17043,64,100,12,S,F,S,1,Y,100,0,35,39000,M,4,E,0,5,164.97,1.61,7,38,A,0,3,0,0,0,3,0,0,0,N,0,60,47,33,0
17044,61,100,14,S,F,M,2,Y,100,45,45,44000,M,2,B,0,8,37.97,0.37,2,142,K,3,1,1,0,0,3,0,1,1,N,0,195,97,73,0
17045,56,100,1,S,F,M,3,Y,25,15,25,56000,U,4,A,0,2,0,0.69,1,4,A,0,2,0,0,1,1,0,0,0,N,0,205,58,45,0
17046,65,100,14,S,F,M,3,N,45,55,45,63000,M,4,O,0,7,11.97,0.83,1,64,A,0,1,0,0,0,1,0,0,0,N,0,205,64,49,0
17047,48,100,2,S,F,S,5,Y,45,100,45,36000,M,3,O,0,14,74.95,NA,2,136,A,0,2,0,0,0,2,0,0,0,N,0,136,136,72,0
17048,70,100,14,S,F,M,2,N,45,65,45,91000,R,3,A,0,0,80.95,0.77,5,13,A,0,3,0,0,1,2,0,0,0,N,0,135,135,110,0
17049,67,100,14,S,F,M,3,N,45,45,45,107000,W,2,O,0,7,49,0.82,3,109,A,0,1,0,0,0,1,0,0,0,Y,1,204,109,63,0
17050,55,100,3,S,F,S,1,U,25,0,45,31000,H,3,E,0,3,25.97,1.17,2,30,A,0,1,0,0,0,1,0,0,0,N,0,204,30,15,0
17051,47,100,3,M,F,S,3,Y,100,15,100,7000,W,3,E,0,5,34,0.11,3,204,1,2,0,0,2,0,3,0,2,0,N,0,114,41,28,0
17052,49,100,11,S,M,M,6,Y,100,100,100,142000,W,2,O,0,12,114,NA,8,136,A,0,3,0,0,0,3,0,0,0,N,0,159,136,112,0
17053,73,100,14,S,F,M,5,N,45,0,35,15000,U,2,O,0,9,54.96,0.76,6,72,A,0,2,0,0,0,2,0,0,0,N,0,204,72,60,0
17055,49,100,14,M,F,M,4,N,0,55,45,36000,W,3,O,0,5,15.97,0,2,58,A,0,2,0,0,0,2,0,0,0,N,0,58,58,45,0
17056,43,100,6,S,F,M,2,Y,100,100,100,336000,W,6,E,0,3,78.47,0.81,8,28,A,0,2,0,0,0,2,0,0,0,Y,3,204,84,72,0
17057,53,100,10,S,F,M,4,Y,100,45,45,5000,U,2,O,0,8,51.07,0.8,4,120,A,0,2,0,0,0,2,0,0,0,N,0,120,120,94,0
17058,45,100,14,S,F,M,6,Y,100,100,100,93000,M,2,E,0,0,239.46,1.38,6,55,0,2,5,0,0,0,5,0,3,0,N,0,130,120,105,0
17059,62,100,3,S,F,M,2,N,25,0,45,59000,R,1,O,0,8,121.97,1.26,3,103,A,0,3,0,0,0,3,0,0,0,N,0,161,103,78,0
17060,68,100,14,S,M,S,4,N,45,55,45,96000,R,6,E,0,5,77.97,1,5,45,A,1,2,0,0,0,2,1,0,0,N,0,204,45,32,0
17061,44,100,14,S,F,M,6,Y,65,100,100,125000,W,9,E,0,1,19,0.23,3,16,A,0,1,0,1,0,2,0,0,0,N,0,204,16,3,0
17062,64,100,14,M,M,M,4,Y,100,100,35,81000,M,7,O,0,14,91.88,NA,7,156,A,0,1,0,0,0,1,0,0,0,N,0,204,156,100,0
17063,48,100,14,S,F,M,6,Y,100,35,100,37000,W,2,O,0,6,67.88,0.43,5,92,A,0,3,0,0,0,3,0,0,0,N,0,202,139,116,0
17064,54,100,5,S,F,M,6,Y,0,100,100,120000,M,6,E,0,3,29.95,0.56,2,46,A,0,3,0,0,0,3,0,0,0,N,0,46,46,33,0
17065,54,100,14,S,F,M,5,Y,100,45,45,72000,U,3,O,0,13,50,0.79,1,128,A,0,1,0,0,0,1,0,0,0,N,0,128,128,64,0
17066,44,100,1,S,F,M,5,Y,0,0,100,62500,H,7,O,0,15,16.96,NA,2,143,1,0,1,0,1,0,2,0,0,0,N,0,193,149,120,0
17067,68,100,4,S,F,S,1,N,15,0,35,41000,W,2,O,0,14,65.96,NA,4,160,A,0,3,0,0,0,3,0,0,0,N,0,164,163,117,0
17068,64,100,2,S,F,M,4,N,35,0,15,79000,M,5,O,0,9,70,0.95,5,81,A,0,3,0,0,0,3,0,0,0,N,0,203,122,98,0
17069,53,100,7,S,F,M,6,Y,0,0,100,116000,M,5,O,0,7,22,0.92,1,62,A,0,1,0,0,0,1,0,0,0,N,0,203,62,38,0
17070,62,100,14,S,F,M,3,Y,100,0,100,53000,B,2,E,0,2,74,1.13,5,19,S,0,4,0,0,0,3,0,1,0,N,0,203,47,33,0
17071,71,100,14,S,F,S,4,N,0,0,0,5000,U,2,O,0,3,2.79,0,2,59,A,0,2,0,0,0,2,0,0,0,N,0,59,59,45,0
17072,55,100,4,S,F,M,6,Y,0,0,100,62500,W,3,B,0,10,63.94,0.92,4,111,A,0,3,0,0,0,2,0,1,0,N,0,111,111,86,0
17073,57,100,14,M,F,M,4,N,0,0,0,111000,M,6,C,0,6,22,0.92,1,106,A,1,1,0,0,0,1,1,0,0,N,0,203,106,82,0
17074,69,100,14,S,F,M,3,N,25,15,35,46000,U,3,O,0,6,51.97,0.83,3,78,A,0,2,0,0,0,2,0,0,0,N,0,203,135,110,0
17076,50,100,14,S,F,M,5,Y,65,100,100,144000,W,4,A,0,1,261,0.85,10,14,A,0,5,0,0,1,4,0,0,0,N,0,169,50,25,0
17078,57,100,14,S,M,M,6,Y,0,0,100,207000,B,6,E,0,4,46.97,0.92,2,46,3,0,1,0,1,0,2,0,0,0,N,0,48,48,22,0
17079,48,100,14,S,F,M,5,Y,0,100,100,83000,W,7,A,0,9,167.1,0.98,5,68,A,0,3,0,0,1,2,0,0,0,N,0,68,68,57,0
17080,55,100,14,S,F,M,3,N,45,55,45,134000,M,5,O,0,8,0,0.42,1,82,A,0,3,0,0,0,3,0,0,0,N,0,82,82,70,0
17081,59,100,14,S,F,M,4,Y,45,45,100,74000,W,3,O,0,10,41.33,0.92,3,110,A,0,1,0,0,0,1,0,0,0,N,0,292,110,86,0
17083,77,100,14,S,F,M,3,N,45,0,25,96000,R,2,A,0,0,89.94,1.01,8,2,A,0,2,0,0,1,1,0,0,0,N,0,107,77,65,0
17084,57,100,9,S,F,M,2,Y,55,100,100,69000,W,1,C,0,7,159.62,1.33,7,98,A,0,6,0,0,0,5,0,0,2,N,0,208,98,53,0
17085,63,100,6,S,F,M,4,N,45,45,45,81000,W,2,O,0,10,37,0.56,2,90,1,0,0,0,1,0,1,0,0,0,N,0,204,91,55,0
17088,50,100,14,S,F,M,6,Y,0,0,100,163000,M,3,E,0,2,0,0,1,22,A,0,1,0,0,0,1,0,0,0,N,0,218,22,9,0
17090,58,100,14,S,F,M,3,Y,15,0,35,8000,W,3,E,0,2,247.97,4.43,12,22,A,0,3,0,0,0,3,0,0,0,N,0,64,64,49,0
17092,78,100,14,S,M,M,4,Y,0,0,35,167000,W,5,E,0,3,60,1.25,4,33,A,0,2,0,0,0,2,0,0,0,N,0,45,34,18,0
17095,46,100,1,S,F,M,6,Y,0,100,100,171000,M,8,B,0,3,52,1.31,3,30,S,1,3,0,0,0,1,0,3,0,Y,1,107,102,70,1
17096,70,100,14,S,M,M,2,Y,25,0,100,104000,R,3,O,0,10,47.84,0.92,3,108,A,0,1,0,0,0,1,0,0,0,N,0,209,108,83,0
17097,52,100,7,S,F,S,1,U,0,0,0,87500,M,4,O,0,6,54.96,0.92,4,104,1,0,1,0,1,0,2,0,0,0,N,0,213,105,80,0
17098,50,100,14,S,M,M,6,Y,45,55,100,82000,W,2,O,0,15,36.93,1.16,2,131,A,0,2,0,0,0,2,0,0,0,N,0,131,131,118,0
17099,56,100,14,S,F,M,2,N,25,0,45,93000,U,3,B,0,12,45.96,0.79,4,121,A,0,2,0,0,0,1,0,1,0,N,0,205,121,97,0
17100,74,100,14,S,F,M,5,N,45,55,45,277000,W,9,E,0,7,47,0.79,2,63,A,0,1,0,0,0,1,0,0,0,N,0,77,63,16,0
17101,67,100,7,S,M,M,4,Y,75,100,45,145000,W,5,E,0,4,92.5,0.84,7,57,A,0,2,0,0,0,2,0,0,0,N,0,204,57,32,0
17103,51,100,12,S,F,M,5,Y,100,45,75,144000,W,3,B,0,8,26.94,0.2,2,73,A,3,1,0,0,0,1,0,3,0,N,0,202,73,61,0
17104,68,100,11,S,F,M,2,N,15,0,45,24000,U,3,O,0,13,31.97,NA,2,135,A,0,1,0,0,0,1,0,0,0,N,0,202,135,111,0
17105,46,100,14,S,F,M,5,Y,100,100,65,142000,B,6,B,0,11,19,0.63,1,129,F,1,1,0,0,0,2,0,1,0,N,0,129,129,103,0
17106,52,100,6,S,F,M,4,N,45,65,45,153000,H,8,A,0,2,32,0.71,2,14,A,0,2,0,0,1,1,0,0,0,N,0,201,60,49,0
17107,41,100,8,S,F,S,4,Y,45,65,35,18000,H,4,O,0,2,79.32,0.14,5,66,A,0,4,1,0,0,5,0,0,0,N,0,136,66,49,0
17108,46,100,13,S,F,S,3,Y,0,0,100,30000,H,1,O,0,19,69.9,NA,2,194,U,0,1,0,0,0,1,0,0,0,N,0,200,194,97,0
17112,47,100,10,S,F,M,6,Y,65,100,100,126000,W,5,O,0,10,46.92,1.1,2,123,1,0,1,0,1,0,2,0,0,0,N,0,200,103,85,0
17114,61,100,14,S,M,M,6,N,0,0,0,87000,B,5,O,0,11,19,1.58,1,126,A,0,1,0,0,0,1,0,0,0,N,0,126,126,114,0
17115,56,100,14,S,F,M,3,N,0,45,45,70000,W,3,O,0,10,12,1,1,61,A,0,1,0,0,0,1,0,0,0,N,0,61,61,49,0
17116,52,100,6,S,F,M,5,Y,55,100,100,50000,B,3,O,0,7,27.25,0.83,3,78,A,0,0,2,0,0,2,0,0,0,N,0,156,78,70,0
17118,50,100,14,M,F,M,4,Y,45,55,45,30000,M,3,B,0,7,54.84,0.92,2,108,A,1,2,0,0,0,2,0,1,0,N,0,108,108,72,0
17119,45,100,14,S,F,S,4,Y,65,75,100,119000,M,4,B,0,7,54.97,1.5,3,117,S,0,2,0,0,0,2,0,1,0,N,0,127,117,114,0
17120,54,100,14,S,F,M,4,N,0,65,45,105000,W,4,E,0,3,37,0.56,2,51,0,2,0,0,1,0,1,1,1,0,N,0,71,71,35,0
17121,75,100,14,S,F,S,4,N,25,0,35,6000,M,3,O,0,10,127.75,NA,7,148,A,0,3,0,0,0,3,0,0,0,N,0,176,148,93,0
17122,39,100,6,S,F,M,5,Y,100,100,100,170000,W,7,B,0,1,12,0.22,1,62,0,1,2,0,0,0,2,0,1,0,N,0,62,62,49,0
17125,55,100,7,S,F,M,5,Y,45,45,100,97000,W,3,O,0,7,83,0.92,3,98,A,0,1,0,0,0,1,0,0,0,N,0,198,98,59,0
17126,52,100,14,S,F,M,4,Y,0,100,0,77000,H,3,E,0,5,12,0.49,1,33,A,0,2,0,0,0,2,0,0,0,N,0,198,33,19,0
17127,57,100,6,S,F,S,2,Y,0,0,0,42500,M,2,O,0,7,105,1.03,4,107,A,0,3,0,0,0,3,0,0,0,N,0,128,107,79,0
17128,61,100,14,S,F,M,6,Y,45,55,75,71000,W,3,O,0,13,122.95,1.66,3,131,A,0,2,0,0,0,2,0,0,0,N,0,198,150,99,0
17129,60,100,14,S,M,S,5,Y,0,0,100,15000,W,6,O,0,9,36,1,2,92,A,0,2,0,0,0,2,0,0,0,N,0,92,92,67,0
17130,67,100,14,M,F,M,5,Y,65,100,100,40000,M,6,O,0,9,93.9,1,3,95,A,0,2,0,0,0,2,0,0,0,N,0,95,95,71,0
17131,79,100,14,S,F,S,4,N,0,0,35,55000,U,3,O,0,8,39.99,0.89,4,71,A,0,2,0,0,0,2,0,0,0,N,0,72,71,53,0
17132,53,100,14,S,F,M,4,Y,65,100,100,3.00E+05,W,9,O,0,7,40,1.48,2,82,A,0,1,0,1,0,3,0,0,0,N,0,95,82,80,1
17133,76,100,14,S,F,M,4,N,45,45,35,53000,R,4,O,0,10,79.01,1.38,6,109,A,0,2,0,0,0,2,0,0,0,N,0,252,109,97,0
17134,65,100,14,S,F,M,5,Y,25,100,35,140000,U,5,E,0,4,0,0.12,0,25,A,2,1,0,0,0,1,2,0,0,N,0,25,25,12,0
17135,71,100,5,S,F,M,5,N,15,0,35,71000,W,3,O,0,4,0,0.56,0,49,A,0,1,0,0,0,1,0,0,0,N,0,360,49,37,0
17136,59,100,6,S,F,M,3,Y,100,100,35,142000,W,6,O,0,13,37,0.79,2,123,A,0,2,0,0,0,2,0,0,0,N,0,123,123,99,0
17137,46,100,14,S,F,M,6,Y,100,100,100,101000,B,2,O,0,8,0,0.76,0,74,A,0,1,0,0,0,2,0,0,0,N,0,202,74,61,0
17138,60,100,8,S,F,M,3,N,0,45,35,182000,W,7,O,0,13,19,0.79,1,125,A,0,1,0,0,0,1,0,0,0,N,0,125,125,101,0
17139,62,100,6,S,F,M,6,N,45,35,35,176000,R,9,O,0,8,34.97,0.46,2,160,K,0,0,1,0,0,2,0,0,0,N,0,77,76,52,0
17140,40,100,6,S,M,M,3,Y,65,100,100,134000,M,5,E,0,4,18,0.85,0,38,A,0,1,0,0,0,2,0,0,0,N,0,197,38,12,0
17142,72,100,10,S,F,M,2,N,15,15,35,111000,W,6,O,0,11,24.97,0.79,1,118,1,0,1,0,1,0,2,0,0,0,N,0,121,121,109,0
17144,47,100,14,S,F,M,2,Y,65,100,75,93000,U,4,E,0,3,21.97,0.92,1,57,A,1,1,0,0,0,1,0,1,0,N,0,57,57,31,0
17145,58,100,4,M,M,M,3,N,15,0,35,74000,U,3,A,0,1,23.33,0.86,5,2,A,2,4,0,0,1,3,0,2,0,N,0,39,35,21,0
17146,57,100,14,S,M,M,4,Y,0,100,100,136000,B,4,S,0,8,0,0.8,0,86,A,0,1,0,1,0,1,0,0,0,N,0,196,86,73,0
17147,54,100,14,S,M,M,5,Y,65,100,100,192000,M,9,O,0,9,24.01,1,2,62,A,0,1,0,0,0,1,0,0,0,N,0,72,62,47,0
17149,64,100,12,S,F,M,5,Y,25,75,100,86000,W,8,O,0,9,19.97,0.83,1,85,A,0,2,0,0,0,2,0,0,0,N,0,122,85,72,0
17150,43,100,10,S,F,M,3,U,0,0,0,87500,W,3,O,0,7,0,0.88,0,110,A,0,1,0,0,0,1,0,0,0,N,0,195,110,73,0
17151,64,100,14,S,F,M,2,N,35,0,45,72000,M,3,O,0,9,77.94,0.77,5,73,1,0,0,0,3,0,3,0,0,0,N,0,158,86,73,0
17152,75,100,8,S,M,S,4,Y,0,0,0,12500,R,3,B,0,7,42.96,0.92,1,109,A,2,1,0,0,0,1,0,2,0,N,0,109,109,72,0
17153,48,100,14,S,F,M,4,Y,65,0,100,181000,W,9,A,0,0,26.94,0.61,2,2,A,0,3,0,0,1,2,0,0,0,N,0,195,88,73,0
17154,36,100,11,S,F,S,3,Y,0,35,35,28000,R,3,E,0,3,28.97,0.7,3,26,A,0,2,0,0,0,2,0,0,0,N,0,195,26,12,0
17155,56,100,14,S,F,M,4,N,0,0,0,148000,W,5,O,0,7,0,0.85,0,111,A,0,1,0,0,0,1,0,0,0,N,0,194,111,85,0
17156,55,100,14,M,F,M,4,N,45,45,35,80000,B,3,O,0,7,0,0.9,0,78,A,0,1,0,0,0,1,0,0,0,N,0,194,78,49,0
17157,41,100,1,S,F,M,3,Y,45,100,45,102000,B,3,O,0,8,49,NA,2,134,A,0,1,0,0,0,1,0,0,0,N,0,134,134,110,0
17158,67,100,14,M,F,M,2,N,15,0,35,60000,B,9,E,0,3,9,0.56,1,40,A,0,1,0,0,0,1,0,0,0,N,0,194,40,25,0
17159,42,100,6,S,F,M,6,Y,75,100,100,99000,M,4,E,0,3,4.95,0.41,1,35,A,0,1,0,0,0,1,0,0,0,N,0,35,35,22,0
17160,68,100,14,S,F,M,2,Y,15,100,100,122000,W,3,O,0,10,45.99,1,3,99,A,0,2,0,0,0,2,0,0,0,N,0,99,99,75,0
17161,43,100,7,S,F,M,6,Y,100,100,100,163000,W,6,E,0,2,115,1.1,4,23,A,0,2,0,0,0,2,0,0,0,N,0,193,168,120,0
17163,57,100,14,S,F,M,4,Y,45,45,45,109000,W,4,B,0,4,14.95,0,2,51,A,1,2,0,0,0,1,1,1,0,N,0,51,51,39,0
17166,50,100,14,S,F,M,2,Y,45,55,45,60000,B,3,B,0,3,111.77,1.35,5,49,S,0,2,0,0,0,1,0,1,0,N,0,192,75,41,0
17167,52,100,14,S,F,M,6,Y,65,100,100,72000,B,2,O,0,13,58.65,NA,2,144,A,0,1,1,0,0,2,0,0,0,N,0,149,144,117,0
17168,38,100,14,S,F,M,6,Y,100,100,100,113000,W,3,E,0,3,11.97,0.83,1,49,A,0,2,0,0,0,1,0,1,0,N,0,63,49,25,0
17169,46,100,4,S,F,M,4,Y,100,100,65,64000,M,4,E,0,3,39.99,0.45,4,56,1,0,1,0,3,0,5,0,0,0,N,0,57,57,21,0
17170,66,100,10,M,F,S,2,N,45,55,15,94000,M,3,O,0,13,90.87,NA,3,139,A,0,2,0,0,0,2,0,0,0,N,0,139,139,75,0
17171,50,100,13,S,M,M,3,U,45,45,45,109000,M,5,E,0,5,18.97,0.58,1,39,2,0,0,0,1,0,1,0,0,0,N,0,192,41,28,0
17172,79,100,14,M,F,M,3,N,25,0,35,55000,R,2,B,0,1,17,0.65,3,9,S,1,2,0,0,0,1,0,2,0,N,0,156,88,73,0
17175,36,100,14,S,F,M,4,Y,75,100,100,112500,W,2,B,0,6,20,0.33,1,92,A,1,1,0,0,0,1,0,2,0,N,0,92,92,55,0
17176,64,100,14,S,F,M,2,N,0,0,0,30000,W,4,O,0,5,53.7,1,5,58,A,0,3,0,0,0,3,0,0,0,N,0,188,58,45,0
17177,53,100,14,S,F,M,3,Y,45,55,100,1.00E+05,W,6,O,0,7,22,0.92,1,69,A,0,1,0,0,0,1,0,0,0,N,0,69,69,45,0
17179,62,100,8,M,F,S,3,Y,0,0,35,5000,U,3,O,0,5,34,0,5,55,A,0,2,0,0,0,2,0,0,0,N,0,55,55,42,0
17181,54,100,8,S,F,M,4,Y,100,45,45,85000,B,3,E,0,3,12,0,2,42,A,0,2,0,0,0,2,0,0,0,N,0,42,42,28,0
17182,63,100,12,S,F,M,4,N,45,45,45,111000,W,6,E,0,0,85.49,0.73,5,21,A,0,3,0,0,0,3,0,0,0,N,0,64,21,7,0
17183,41,100,14,S,F,M,3,Y,45,65,45,83000,W,4,E,0,4,0,0.31,1,29,A,1,1,0,0,0,2,0,0,0,Y,1,194,29,15,0
17184,62,100,9,S,M,M,4,Y,0,45,100,71000,W,4,O,0,6,41,1.83,2,69,A,0,1,0,0,0,1,0,0,0,N,0,157,69,57,0
17185,38,100,12,S,F,M,2,Y,100,100,100,87500,W,4,A,0,1,239.85,1.62,5,22,A,0,4,0,0,1,3,0,1,0,N,0,195,122,98,1
17186,71,100,14,S,F,M,3,Y,45,45,100,108000,W,4,E,0,5,63.91,0.92,4,43,A,1,2,0,0,0,2,1,0,0,N,0,168,43,18,0
17187,50,100,7,S,F,M,3,Y,15,0,100,31000,M,5,E,0,5,7,0.29,2,42,A,1,2,0,0,0,2,1,0,0,N,0,115,115,103,0
17188,44,100,1,S,F,M,6,Y,100,100,100,129000,W,4,E,0,1,32.49,0.51,3,22,A,0,3,0,0,0,2,0,2,0,Y,1,150,22,7,0
17189,67,100,14,S,F,M,2,N,25,0,45,30000,W,3,B,0,9,184.44,1.07,11,72,A,1,3,0,0,0,2,1,2,0,N,0,174,72,66,0
17190,55,100,14,S,F,M,4,Y,100,55,45,70000,M,2,E,0,4,20.01,0.26,2,34,A,2,2,0,0,0,3,0,2,0,N,0,226,58,21,0
17191,40,100,14,S,F,S,2,Y,35,35,45,39000,M,3,E,0,3,188.97,1.69,9,45,A,0,3,0,0,0,3,0,0,0,N,0,192,47,33,0
17192,56,100,14,S,F,M,6,Y,0,100,100,225000,H,8,E,0,5,12,0.79,1,44,A,0,2,0,0,0,2,0,0,0,N,0,62,44,30,0
17193,56,100,9,S,F,M,3,N,55,55,35,183000,M,5,C,0,7,232.23,1.4,7,101,A,1,5,0,0,0,4,2,0,0,N,0,137,101,85,0
17194,65,100,14,S,F,M,1,N,25,0,35,16000,W,2,E,0,4,27,0.65,3,34,A,0,1,0,0,0,1,0,0,0,N,0,213,34,16,0
17195,64,100,14,S,M,M,3,N,45,45,35,84000,W,2,O,0,8,58.96,1.53,4,114,A,0,3,0,0,0,3,0,0,0,N,0,124,114,112,0
17197,71,100,14,S,F,M,2,N,25,0,15,11000,M,1,O,0,7,35,1,2,71,A,0,1,0,0,0,1,0,0,0,N,0,279,71,47,0
